PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34457038","Long-term survival analysis of masitinib in amyotrophic lateral sclerosis","Mora JS, Bradley WG, Chaverri D, Hernández-Barral M, Mascias J, Gamez J, Gargiulo-Monachelli GM, Moussy A, Mansfield CD, Hermine O, Ludolph AC.","Ther Adv Neurol Disord. 2021 Jul 19;14:17562864211030365. doi: 10.1177/17562864211030365. eCollection 2021.","Mora JS","Ther Adv Neurol Disord","2021","2021/08/30","PMC8388186","","10.1177/17562864211030365"
"20071528","Cytoplasmic mislocalization of TDP-43 is toxic to neurons and enhanced by a mutation associated with familial amyotrophic lateral sclerosis","Barmada SJ, Skibinski G, Korb E, Rao EJ, Wu JY, Finkbeiner S.","J Neurosci. 2010 Jan 13;30(2):639-49. doi: 10.1523/JNEUROSCI.4988-09.2010.","Barmada SJ","J Neurosci","2010","2010/01/15","PMC2821110","NIHMS172347","10.1523/JNEUROSCI.4988-09.2010"
"34623437","Membrane lipid raft homeostasis is directly linked to neurodegeneration","Moll T, Marshall JNG, Soni N, Zhang S, Cooper-Knock J, Shaw PJ.","Essays Biochem. 2021 Dec 22;65(7):999-1011. doi: 10.1042/EBC20210026.","Moll T","Essays Biochem","2021","2021/10/08","PMC8709890","","10.1042/EBC20210026"
"25758552","Post-traumatic neurodegeneration and chronic traumatic encephalopathy","Daneshvar DH, Goldstein LE, Kiernan PT, Stein TD, McKee AC.","Mol Cell Neurosci. 2015 May;66(Pt B):81-90. doi: 10.1016/j.mcn.2015.03.007. Epub 2015 Mar 7.","Daneshvar DH","Mol Cell Neurosci","2015","2015/03/12","","","10.1016/j.mcn.2015.03.007"
"19198769","Mecasermin (recombinant human insulin-like growth factor I)","Rosenbloom AL.","Adv Ther. 2009 Jan;26(1):40-54. doi: 10.1007/s12325-008-0136-5. Epub 2009 Jan 28.","Rosenbloom AL","Adv Ther","2009","2009/02/10","","","10.1007/s12325-008-0136-5"
"33545661","Mechanistic new insights of flavonols on neurodegenerative diseases","Tahir MS, Almezgagi M, Zhang Y, Bashir A, Abdullah HM, Gamah M, Wang X, Zhu Q, Shen X, Ma Q, Ali M, Solangi ZA, Malik WS, Zhang W.","Biomed Pharmacother. 2021 May;137:111253. doi: 10.1016/j.biopha.2021.111253. Epub 2021 Feb 2.","Tahir MS","Biomed Pharmacother","2021","2021/02/05","","","10.1016/j.biopha.2021.111253"
"26005122","[American Academy of Neurology, Washington, 18-25 April 2015]","Sibon I, de Toffol B, Azulay JP, Sellal F, Thomas-Antérion C, Léger JM, Pierrot-Deseilligny C.","Rev Neurol (Paris). 2015 Jun-Jul;171(6-7):581-601. doi: 10.1016/j.neurol.2015.04.005. Epub 2015 May 23.","Sibon I","Rev Neurol (Paris)","2015","2015/05/26","","","10.1016/j.neurol.2015.04.005"
"1853784","Skeletal muscle proteins rescue motor neurons from cell death in vivo","McManaman JL, Haverkamp LJ, Oppenheim RW.","Adv Neurol. 1991;56:81-8.","McManaman JL","Adv Neurol","1991","1991/01/01","","",""
"8711748","Phenotypic variation in xenobiotic metabolism and adverse environmental response: focus on sulfur-dependent detoxification pathways","McFadden SA.","Toxicology. 1996 Jul 17;111(1-3):43-65. doi: 10.1016/0300-483x(96)03392-6.","McFadden SA","Toxicology","1996","1996/07/17","","","10.1016/0300-483x(96)03392-6"
"34422879","Memorable Food: Fighting Age-Related Neurodegeneration by Precision Nutrition","Milošević M, Arsić A, Cvetković Z, Vučić V.","Front Nutr. 2021 Aug 5;8:688086. doi: 10.3389/fnut.2021.688086. eCollection 2021.","Milošević M","Front Nutr","2021","2021/08/23","PMC8374314","","10.3389/fnut.2021.688086"
"32035189","Nanocarrier-mediated brain delivery of bioactives for treatment/prevention of neurodegenerative diseases","Babazadeh A, Mohammadi Vahed F, Jafari SM.","J Control Release. 2020 May 10;321:211-221. doi: 10.1016/j.jconrel.2020.02.015. Epub 2020 Feb 6.","Babazadeh A","J Control Release","2020","2020/02/09","","","10.1016/j.jconrel.2020.02.015"
"16760634","Clinical implications of the reduced activity of the GH-IGF-I axis in older men","Ceda GP, Dall'Aglio E, Maggio M, Lauretani F, Bandinelli S, Falzoi C, Grimaldi W, Ceresini G, Corradi F, Ferrucci L, Valenti G, Hoffman AR.","J Endocrinol Invest. 2005;28(11 Suppl Proceedings):96-100.","Ceda GP","J Endocrinol Invest","2005","2006/06/09","","",""
"15255560","Electromagnetic fields and health effects--epidemiologic studies of cancer, diseases of the central nervous system and arrhythmia-related heart disease","Johansen C.","Scand J Work Environ Health. 2004;30 Suppl 1:1-30.","Johansen C","Scand J Work Environ Health","2004","2004/07/17","","",""
"11829406","Is methamphetamine abuse a risk factor in parkinsonism?","Guilarte TR.","Neurotoxicology. 2001 Dec;22(6):725-31. doi: 10.1016/s0161-813x(01)00046-8.","Guilarte TR","Neurotoxicology","2001","2002/02/07","","","10.1016/s0161-813x(01)00046-8"
"28273245","Grape juice increases the BDNF levels but not alter the S100B levels in hippocampus and frontal cortex from male Wistar Rats","Dani C, Andreazza AC, Gonçalves CA, Kapizinski F, Henriques JAP, Salvador M.","An Acad Bras Cienc. 2017 Jan-Mar;89(1):155-161. doi: 10.1590/0001-3765201720160448. Epub 2017 Mar 2.","Dani C","An Acad Bras Cienc","2017","2017/03/09","","","10.1590/0001-3765201720160448"
"21204440","Building Brain–Machine Interfaces to Restore Neurological Functions","Lebedev MA, Crist RE, Nicolelis MAL.","In: Nicolelis MAL, editor. Methods for Neural Ensemble Recordings. 2nd edition. Boca Raton (FL): CRC Press/Taylor & Francis; 2008. Chapter 11.","Lebedev MA","Methods for Neural Ensemble Recordings","2008","2008/01/01","","",""
"25653590","Gene expression changes in spinal motoneurons of the SOD1(G93A) transgenic model for ALS after treatment with G-CSF","Henriques A, Kastner S, Chatzikonstantinou E, Pitzer C, Plaas C, Kirsch F, Wafzig O, Krüger C, Spoelgen R, Gonzalez De Aguilar JL, Gretz N, Schneider A.","Front Cell Neurosci. 2015 Jan 20;8:464. doi: 10.3389/fncel.2014.00464. eCollection 2014.","Henriques A","Front Cell Neurosci","2015","2015/02/06","PMC4299451","","10.3389/fncel.2014.00464"
"1620343","Content of the neurotoxins cycasin (methylazoxymethanol beta-D-glucoside) and BMAA (beta-N-methylamino-L-alanine) in cycad flour prepared by Guam Chamorros","Kisby GE, Ellison M, Spencer PS.","Neurology. 1992 Jul;42(7):1336-40. doi: 10.1212/wnl.42.7.1336.","Kisby GE","Neurology","1992","1992/07/01","","","10.1212/wnl.42.7.1336"
"24189048","Evaluation of the genotoxicity of clomiphene citrate","Yilmaz S, Unal F, Yilmaz E, Yüzbaşioğlu D, Erkal İlhan S.","Mutat Res Genet Toxicol Environ Mutagen. 2014 Jan 1;759:21-7. doi: 10.1016/j.mrgentox.2013.07.014. Epub 2013 Nov 1.","Yilmaz S","Mutat Res Genet Toxicol Environ Mutagen","2014","2013/11/06","","","10.1016/j.mrgentox.2013.07.014"
"23572049","Residential distance to high-voltage power lines and risk of neurodegenerative diseases: a Danish population-based case-control study","Frei P, Poulsen AH, Mezei G, Pedersen C, Cronberg Salem L, Johansen C, Röösli M, Schüz J.","Am J Epidemiol. 2013 May 1;177(9):970-8. doi: 10.1093/aje/kws334. Epub 2013 Apr 9.","Frei P","Am J Epidemiol","2013","2013/04/11","","","10.1093/aje/kws334"
"33414510","Ubiquitin signalling in neurodegeneration: mechanisms and therapeutic opportunities","Schmidt MF, Gan ZY, Komander D, Dewson G.","Cell Death Differ. 2021 Feb;28(2):570-590. doi: 10.1038/s41418-020-00706-7. Epub 2021 Jan 7.","Schmidt MF","Cell Death Differ","2021","2021/01/08","PMC7862249","","10.1038/s41418-020-00706-7"
"31309927","Expression of WIPI2B counteracts age-related decline in autophagosome biogenesis in neurons","Stavoe AK, Gopal PP, Gubas A, Tooze SA, Holzbaur EL.","Elife. 2019 Jul 16;8:e44219. doi: 10.7554/eLife.44219.","Stavoe AK","Elife","2019","2019/07/17","PMC6634969","","10.7554/eLife.44219"
"18945890","Parkin deficiency increases vulnerability to inflammation-related nigral degeneration","Frank-Cannon TC, Tran T, Ruhn KA, Martinez TN, Hong J, Marvin M, Hartley M, Treviño I, O'Brien DE, Casey B, Goldberg MS, Tansey MG.","J Neurosci. 2008 Oct 22;28(43):10825-34. doi: 10.1523/JNEUROSCI.3001-08.2008.","Frank-Cannon TC","J Neurosci","2008","2008/10/24","PMC2603252","NIHMS75262","10.1523/JNEUROSCI.3001-08.2008"
"27597528","Search for SCA2 blood RNA biomarkers highlights Ataxin-2 as strong modifier of the mitochondrial factor PINK1 levels","Sen NE, Drost J, Gispert S, Torres-Odio S, Damrath E, Klinkenberg M, Hamzeiy H, Akdal G, Güllüoğlu H, Başak AN, Auburger G.","Neurobiol Dis. 2016 Dec;96:115-126. doi: 10.1016/j.nbd.2016.09.002. Epub 2016 Sep 3.","Sen NE","Neurobiol Dis","2016","2016/09/07","","","10.1016/j.nbd.2016.09.002"
"22605873","Spontaneous occlusion of the circle of Willis in a young woman with epilepsy: epileptic-type Moyamoya disease","Shrivastava MS, Khullar V, Singh M, Haneef M, Nag N.","BMJ Case Rep. 2012 May 11;2012:bcr1020115045. doi: 10.1136/bcr.10.2011.5045.","Shrivastava MS","BMJ Case Rep","2012","2012/05/19","PMC3369389","","10.1136/bcr.10.2011.5045"
"34339943","The neuroprotective potential of carotenoids in vitro and in vivo","Manochkumar J, Doss CGP, El-Seedi HR, Efferth T, Ramamoorthy S.","Phytomedicine. 2021 Oct;91:153676. doi: 10.1016/j.phymed.2021.153676. Epub 2021 Jul 21.","Manochkumar J","Phytomedicine","2021","2021/08/02","","","10.1016/j.phymed.2021.153676"
"14980729","Exercise pre-conditioning reduces brain damage in ischemic rats that may be associated with regional angiogenesis and cellular overexpression of neurotrophin","Ding Y, Li J, Luan X, Ding YH, Lai Q, Rafols JA, Phillis JW, Clark JC, Diaz FG.","Neuroscience. 2004;124(3):583-91. doi: 10.1016/j.neuroscience.2003.12.029.","Ding Y","Neuroscience","2004","2004/02/26","","","10.1016/j.neuroscience.2003.12.029"
"30374284","Fighting the Cause of Alzheimer's and GNE Myopathy","Devi S, Yadav R, Chanana P, Arya R.","Front Neurosci. 2018 Oct 15;12:669. doi: 10.3389/fnins.2018.00669. eCollection 2018.","Devi S","Front Neurosci","2018","2018/10/31","PMC6196280","","10.3389/fnins.2018.00669"
"28591782","Sex-Dependent Effects of Stress on Immobility Behavior and VTA Dopamine Neuron Activity: Modulation by Ketamine","Rincón-Cortés M, Grace AA.","Int J Neuropsychopharmacol. 2017 Oct 1;20(10):823-832. doi: 10.1093/ijnp/pyx048.","Rincón-Cortés M","Int J Neuropsychopharmacol","2017","2017/06/08","PMC5632304","","10.1093/ijnp/pyx048"
"30442663","Genetic deletion of vesicular glutamate transporter in dopamine neurons increases vulnerability to MPTP-induced neurotoxicity in mice","Shen H, Marino RAM, McDevitt RA, Bi GH, Chen K, Madeo G, Lee PT, Liang Y, De Biase LM, Su TP, Xi ZX, Bonci A.","Proc Natl Acad Sci U S A. 2018 Dec 4;115(49):E11532-E11541. doi: 10.1073/pnas.1800886115. Epub 2018 Nov 15.","Shen H","Proc Natl Acad Sci U S A","2018","2018/11/17","PMC6298109","","10.1073/pnas.1800886115"
"33907316","Polygenic risk score analysis for amyotrophic lateral sclerosis leveraging cognitive performance, educational attainment and schizophrenia","Restuadi R, Garton FC, Benyamin B, Lin T, Williams KL, Vinkhuyzen A, van Rheenen W, Zhu Z, Laing NG, Mather KA, Sachdev PS, Ngo ST, Steyn FJ, Wallace L, Henders AK, Visscher PM, Needham M, Mathers S, Nicholson G, Rowe DB, Henderson RD, McCombe PA, Pamphlett R, Blair IP, Wray NR, McRae AF.","Eur J Hum Genet. 2021 Apr 27. doi: 10.1038/s41431-021-00885-y. Online ahead of print.","Restuadi R","Eur J Hum Genet","2021","2021/04/28","","","10.1038/s41431-021-00885-y"
"33602141","Global transcriptome profile of the developmental principles of in vitro iPSC-to-motor neuron differentiation","Solomon E, Davis-Anderson K, Hovde B, Micheva-Viteva S, Harris JF, Twary S, Iyer R.","BMC Mol Cell Biol. 2021 Feb 18;22(1):13. doi: 10.1186/s12860-021-00343-z.","Solomon E","BMC Mol Cell Biol","2021","2021/02/19","PMC7893891","","10.1186/s12860-021-00343-z"
"27888057","Association between rs2294020 in X-linked CCDC22 and susceptibility to autoimmune diseases with focus on systemic lupus erythematosus","D'Amico F, Skarmoutsou E, Lo LJ, Granata M, Trovato C, Rossi GA, Bellocchi C, Marchini M, Scorza R, Mazzarino MC, Keinan A.","Immunol Lett. 2017 Jan;181:58-62. doi: 10.1016/j.imlet.2016.11.011. Epub 2016 Nov 22.","D'Amico F","Immunol Lett","2017","2016/11/27","PMC5222889","NIHMS834088","10.1016/j.imlet.2016.11.011"
"32168102","The onjisaponin B metabolite tenuifolin ameliorates dopaminergic neurodegeneration in a mouse model of Parkinson's disease","Peng F, Lu L, Wei F, Wu D, Wang K, Tang J.","Neuroreport. 2020 Apr 8;31(6):456-465. doi: 10.1097/WNR.0000000000001428.","Peng F","Neuroreport","2020","2020/03/14","","","10.1097/WNR.0000000000001428"
"27266391","Distinct alterations in motor & reward seeking behavior are dependent on the gestational age of exposure to LPS-induced maternal immune activation","Straley ME, Van Oeffelen W, Theze S, Sullivan AM, O'Mahony SM, Cryan JF, O'Keeffe GW.","Brain Behav Immun. 2017 Jul;63:21-34. doi: 10.1016/j.bbi.2016.06.002. Epub 2016 Jun 4.","Straley ME","Brain Behav Immun","2017","2016/06/09","","","10.1016/j.bbi.2016.06.002"
"22508465","The ADHD-susceptibility gene lphn3.1 modulates dopaminergic neuron formation and locomotor activity during zebrafish development","Lange M, Norton W, Coolen M, Chaminade M, Merker S, Proft F, Schmitt A, Vernier P, Lesch KP, Bally-Cuif L.","Mol Psychiatry. 2012 Sep;17(9):946-54. doi: 10.1038/mp.2012.29. Epub 2012 Apr 17.","Lange M","Mol Psychiatry","2012","2012/04/18","","","10.1038/mp.2012.29"
"34316627","Inpatient gastrostomy in Huntington's disease: Nationwide analysis of utilization and outcomes compared to amyotrophic lateral sclerosis","Hamedani AG, Pauly M, Thibault DP, Gonzalez-Alegre P, Willis AW.","Clin Park Relat Disord. 2020 Jan 24;3:100041. doi: 10.1016/j.prdoa.2020.100041. eCollection 2020.","Hamedani AG","Clin Park Relat Disord","2020","2021/07/28","PMC8298766","","10.1016/j.prdoa.2020.100041"
"28373710","Single cell imaging and quantification of TDP-43 and α-synuclein intercellular propagation","Peled S, Sade D, Bram Y, Porat Z, Kreiser T, Mimouni M, Lichtenstein A, Segal D, Gazit E.","Sci Rep. 2017 Mar 28;7(1):544. doi: 10.1038/s41598-017-00657-z.","Peled S","Sci Rep","2017","2017/04/05","PMC5428807","","10.1038/s41598-017-00657-z"
"33590603","U7 snRNA: A tool for gene therapy","Gadgil A, Raczyńska KD.","J Gene Med. 2021 Apr;23(4):e3321. doi: 10.1002/jgm.3321. Epub 2021 Feb 23.","Gadgil A","J Gene Med","2021","2021/02/16","PMC8243935","","10.1002/jgm.3321"
"29443939","Occurrence of β-N-methylamino-l-alanine (BMAA) and Isomers in Aquatic Environments and Aquatic Food Sources for Humans","Lance E, Arnich N, Maignien T, Biré R.","Toxins (Basel). 2018 Feb 14;10(2):83. doi: 10.3390/toxins10020083.","Lance E","Toxins (Basel)","2018","2018/02/15","PMC5848184","","10.3390/toxins10020083"
"32283224","Role of microRNAs in neurodegeneration induced by environmental neurotoxicants and aging","Singh T, Yadav S.","Ageing Res Rev. 2020 Jul;60:101068. doi: 10.1016/j.arr.2020.101068. Epub 2020 Apr 10.","Singh T","Ageing Res Rev","2020","2020/04/14","","","10.1016/j.arr.2020.101068"
"25557339","Neural systemic impairment from whole-body vibration","Yan JG, Zhang LL, Agresti M, LoGiudice J, Sanger JR, Matloub HS, Havlik R.","J Neurosci Res. 2015 May;93(5):736-44. doi: 10.1002/jnr.23536. Epub 2014 Dec 29.","Yan JG","J Neurosci Res","2015","2015/01/06","","","10.1002/jnr.23536"
"31823228","A Single Laboratory Validation for the Analysis of Underivatized β-N-Methylamino-L-Alanine (BMAA)","Tymm FJM, Bishop SL, Murch SJ.","Neurotox Res. 2021 Feb;39(1):49-71. doi: 10.1007/s12640-019-00137-4. Epub 2019 Dec 11.","Tymm FJM","Neurotox Res","2021","2019/12/12","","","10.1007/s12640-019-00137-4"
"28904990","The Multiple Faces of Spinocerebellar Ataxia type 2","Antenora A, Rinaldi C, Roca A, Pane C, Lieto M, Saccà F, Peluso S, De Michele G, Filla A.","Ann Clin Transl Neurol. 2017 Aug 10;4(9):687-695. doi: 10.1002/acn3.437. eCollection 2017 Sep.","Antenora A","Ann Clin Transl Neurol","2017","2017/09/15","PMC5590519","","10.1002/acn3.437"
"20169775","Depression in Parkinson's disease","Jasinska-Myga B, Putzke JD, Wider C, Wszolek ZK, Uitti RJ.","Can J Neurol Sci. 2010 Jan;37(1):61-6. doi: 10.1017/s0317167100009665.","Jasinska-Myga B","Can J Neurol Sci","2010","2010/02/23","PMC3907778","NIHMS547691","10.1017/s0317167100009665"
"7997068","Role of protein oxidation in aging and in age-associated neurodegenerative diseases","Carney JM, Carney AM.","Life Sci. 1994;55(25-26):2097-103. doi: 10.1016/0024-3205(94)00390-4.","Carney JM","Life Sci","1994","1994/01/01","","","10.1016/0024-3205(94)00390-4"
"9800152","Gene-environment interactions in the Italy-Argentina ""Colombo 2000"" project","Román GC.","Funct Neurol. 1998 Jul-Sep;13(3):249-52.","Román GC","Funct Neurol","1998","1998/11/04","","",""
"32707231","Map kinase signaling as therapeutic target for neurodegeneration","Ahmed T, Zulfiqar A, Arguelles S, Rasekhian M, Nabavi SF, Silva AS, Nabavi SM.","Pharmacol Res. 2020 Oct;160:105090. doi: 10.1016/j.phrs.2020.105090. Epub 2020 Jul 21.","Ahmed T","Pharmacol Res","2020","2020/07/25","","","10.1016/j.phrs.2020.105090"
"24969686","Epidemiology of neurodegenerative diseases in sub-Saharan Africa: a systematic review","Lekoubou A, Echouffo-Tcheugui JB, Kengne AP.","BMC Public Health. 2014 Jun 26;14:653. doi: 10.1186/1471-2458-14-653.","Lekoubou A","BMC Public Health","2014","2014/06/28","PMC4094534","","10.1186/1471-2458-14-653"
"31839864","Clinical Spectrum of West Nile Virus Neuroinvasive Disease","Yu A, Ferenczi E, Moussa K, Eliott D, Matiello M.","Neurohospitalist. 2020 Jan;10(1):43-47. doi: 10.1177/1941874419868636. Epub 2019 Aug 13.","Yu A","Neurohospitalist","2020","2019/12/17","PMC6900655","","10.1177/1941874419868636"
"30879893","Global, regional, and national burden of neurological disorders, 1990-2016: a systematic analysis for the Global Burden of Disease Study 2016","GBD 2016 Neurology Collaborators.","Lancet Neurol. 2019 May;18(5):459-480. doi: 10.1016/S1474-4422(18)30499-X. Epub 2019 Mar 14.","GBD 2016 Neurology Collaborators","Lancet Neurol","2019","2019/03/19","PMC6459001","","10.1016/S1474-4422(18)30499-X"
"31382054","TDP-43 and NOVA-1 RNA-binding proteins as competitive splicing regulators of the schizophrenia-associated TNIK gene","Gumina V, Colombrita C, Fallini C, Bossolasco P, Maraschi AM, Landers JE, Silani V, Ratti A.","Biochim Biophys Acta Gene Regul Mech. 2019 Sep;1862(9):194413. doi: 10.1016/j.bbagrm.2019.194413. Epub 2019 Aug 2.","Gumina V","Biochim Biophys Acta Gene Regul Mech","2019","2019/08/06","PMC7818381","NIHMS1658706","10.1016/j.bbagrm.2019.194413"
"31664743","Liver kinase B1 depletion from astrocytes worsens disease in a mouse model of multiple sclerosis","Kalinin S, Meares GP, Lin SX, Pietruczyk EA, Saher G, Spieth L, Nave KA, Boullerne AI, Lutz SE, Benveniste EN, Feinstein DL.","Glia. 2020 Mar;68(3):600-616. doi: 10.1002/glia.23742. Epub 2019 Oct 30.","Kalinin S","Glia","2020","2019/10/31","PMC7337013","NIHMS1598183","10.1002/glia.23742"
"29059659","[Post-stroke spasticity management including a chosen physiotherapeutic methods and improvements in motor control - review of the current scientific evidence.]","Dymarek R, Ptaszkowski K, Słupska L, Paprocka-Borowicz M, Taradaj J, Halski T, Rosińczuk J.","Wiad Lek. 2017;70(2 pt 2):357-365.","Dymarek R","Wiad Lek","2017","2017/10/24","","",""
"19137121","Dextromethorphan/quinidine sulfate for pseudobulbar affect","Rosen H.","Drugs Today (Barc). 2008 Sep;44(9):661-8. doi: 10.1358/dot.2008.44.9.1258664.","Rosen H","Drugs Today (Barc)","2008","2009/01/13","PMC2872986","NIHMS173379","10.1358/dot.2008.44.9.1258664"
"32013014","PERK-Mediated eIF2α Phosphorylation Contributes to The Protection of Dopaminergic Neurons from Chronic Heat Stress in Drosophila","Elvira R, Cha SJ, Noh GM, Kim K, Han J.","Int J Mol Sci. 2020 Jan 28;21(3):845. doi: 10.3390/ijms21030845.","Elvira R","Int J Mol Sci","2020","2020/02/05","PMC7037073","","10.3390/ijms21030845"
"31958098","Does Developmental Variability in the Number of Midbrain Dopamine Neurons Affect Individual Risk for Sporadic Parkinson's Disease?","von Linstow CU, DeLano-Taylor M, Kordower JH, Brundin P.","J Parkinsons Dis. 2020;10(2):405-411. doi: 10.3233/JPD-191877.","von Linstow CU","J Parkinsons Dis","2020","2020/01/21","PMC7242832","","10.3233/JPD-191877"
"35000309","[Clinical research progress in non-invasive positive pressure ventilation from 2020 to 2021]","Zha SS, He ZF, Guan LL, Niu JY, Fu W, Chen RC.","Zhonghua Jie He He Hu Xi Za Zhi. 2022 Jan 12;45(1):72-77. doi: 10.3760/cma.j.cn112147-20211116-00808.","Zha SS","Zhonghua Jie He He Hu Xi Za Zhi","2022","2022/01/09","","","10.3760/cma.j.cn112147-20211116-00808"
"24924675","Military-related traumatic brain injury and neurodegeneration","McKee AC, Robinson ME.","Alzheimers Dement. 2014 Jun;10(3 Suppl):S242-53. doi: 10.1016/j.jalz.2014.04.003.","McKee AC","Alzheimers Dement","2014","2014/06/14","PMC4255273","NIHMS639398","10.1016/j.jalz.2014.04.003"
"33472922","Incidence, Prevalence and Geographical Clustering of Motor Neuron Disease in the Netherlands","de Jongh AD, van Eijk RPA, Peters SM, van Es MA, Horemans AMC, van der Kooi AJ, Voermans NC, Vermeulen RCH, Veldink JH, van den Berg LH.","Neurology. 2021 Jan 20;96(8):e1227-36. doi: 10.1212/WNL.0000000000011467. Online ahead of print.","de Jongh AD","Neurology","2021","2021/01/21","PMC8055340","","10.1212/WNL.0000000000011467"
"16765675","Ophthalmologic findings and long-term course in patients with neurofibromatosis type 2","Bosch MM, Boltshauser E, Harpes P, Landau K.","Am J Ophthalmol. 2006 Jun;141(6):1068-1077. doi: 10.1016/j.ajo.2005.12.042.","Bosch MM","Am J Ophthalmol","2006","2006/06/13","","","10.1016/j.ajo.2005.12.042"
"21079748","Vulnerability of mesostriatal dopaminergic neurons in Parkinson's disease","González-Hernández T, Cruz-Muros I, Afonso-Oramas D, Salas-Hernandez J, Castro-Hernandez J.","Front Neuroanat. 2010 Oct 20;4:140. doi: 10.3389/fnana.2010.00140. eCollection 2010.","González-Hernández T","Front Neuroanat","2010","2010/11/17","PMC2978035","","10.3389/fnana.2010.00140"
"33078695","High fat diet-induced obesity causes a reduction in brain tyrosine hydroxylase levels and non-motor features in rats through metabolic dysfunction, neuroinflammation and oxidative stress","Bittencourt A, Brum PO, Ribeiro CT, Gasparotto J, Bortolin RC, de Vargas AR, Heimfarth L, de Almeida RF, Moreira JCF, de Oliveira J, Gelain DP.","Nutr Neurosci. 2020 Oct 20:1-15. doi: 10.1080/1028415X.2020.1831261. Online ahead of print.","Bittencourt A","Nutr Neurosci","2020","2020/10/20","","","10.1080/1028415X.2020.1831261"
"23931799","HIV peripheral neuropathy","Gabbai AA, Castelo A, Oliveira AS.","Handb Clin Neurol. 2013;115:515-29. doi: 10.1016/B978-0-444-52902-2.00029-1.","Gabbai AA","Handb Clin Neurol","2013","2013/08/13","","","10.1016/B978-0-444-52902-2.00029-1"
"32488843","Differential regulation of TREM2 and CSF1R in CNS macrophages in an SIV/macaque model of HIV CNS disease","Knight AC, Brill SA, Solis CV, Richardson MR, McCarron ME, Queen SE, Bailey CC, Mankowski JL.","J Neurovirol. 2020 Aug;26(4):511-519. doi: 10.1007/s13365-020-00844-1. Epub 2020 Jun 2.","Knight AC","J Neurovirol","2020","2020/06/04","PMC7442592","NIHMS1600538","10.1007/s13365-020-00844-1"
"33901506","Dietary nutrition for neurological disease therapy: Current status and future directions","Mao XY, Yin XX, Guan QW, Xia QX, Yang N, Zhou HH, Liu ZQ, Jin WL.","Pharmacol Ther. 2021 Oct;226:107861. doi: 10.1016/j.pharmthera.2021.107861. Epub 2021 Apr 23.","Mao XY","Pharmacol Ther","2021","2021/04/26","","","10.1016/j.pharmthera.2021.107861"
"30285988","Inhospital Complications of Patients With Neuromuscular Disorders Undergoing Total Joint Arthroplasty","Cichos KH, Lehtonen EJ, McGwin G Jr, Ponce BA, Ghanem ES.","J Am Acad Orthop Surg. 2019 Jun 1;27(11):e535-e543. doi: 10.5435/JAAOS-D-18-00312.","Cichos KH","J Am Acad Orthop Surg","2019","2018/10/05","","","10.5435/JAAOS-D-18-00312"
"34991663","Constitutively active SARM1 variants that induce neuropathy are enriched in ALS patients","Bloom AJ, Mao X, Strickland A, Sasaki Y, Milbrandt J, DiAntonio A.","Mol Neurodegener. 2022 Jan 6;17(1):1. doi: 10.1186/s13024-021-00511-x.","Bloom AJ","Mol Neurodegener","2022","2022/01/07","PMC8739729","","10.1186/s13024-021-00511-x"
"27669315","Immunomodulators as Therapeutic Agents in Mitigating the Progression of Parkinson's Disease","Grimmig B, Morganti J, Nash K, Bickford PC.","Brain Sci. 2016 Sep 23;6(4):41. doi: 10.3390/brainsci6040041.","Grimmig B","Brain Sci","2016","2016/09/27","PMC5187555","","10.3390/brainsci6040041"
"20053445","Calcium, cellular aging, and selective neuronal vulnerability in Parkinson's disease","Surmeier DJ, Guzman JN, Sanchez-Padilla J.","Cell Calcium. 2010 Feb;47(2):175-82. doi: 10.1016/j.ceca.2009.12.003. Epub 2010 Jan 6.","Surmeier DJ","Cell Calcium","2010","2010/01/08","PMC3235732","NIHMS168524","10.1016/j.ceca.2009.12.003"
"30362073","Expression of α-synuclein is regulated in a neuronal cell type-dependent manner","Taguchi K, Watanabe Y, Tsujimura A, Tanaka M.","Anat Sci Int. 2019 Jan;94(1):11-22. doi: 10.1007/s12565-018-0464-8. Epub 2018 Oct 25.","Taguchi K","Anat Sci Int","2019","2018/10/27","PMC6315015","","10.1007/s12565-018-0464-8"
"21610160","Ataxin-2 repeat-length variation and neurodegeneration","Ross OA, Rutherford NJ, Baker M, Soto-Ortolaza AI, Carrasquillo MM, DeJesus-Hernandez M, Adamson J, Li M, Volkening K, Finger E, Seeley WW, Hatanpaa KJ, Lomen-Hoerth C, Kertesz A, Bigio EH, Lippa C, Woodruff BK, Knopman DS, White CL 3rd, Van Gerpen JA, Meschia JF, Mackenzie IR, Boylan K, Boeve BF, Miller BL, Strong MJ, Uitti RJ, Younkin SG, Graff-Radford NR, Petersen RC, Wszolek ZK, Dickson DW, Rademakers R.","Hum Mol Genet. 2011 Aug 15;20(16):3207-12. doi: 10.1093/hmg/ddr227. Epub 2011 May 24.","Ross OA","Hum Mol Genet","2011","2011/05/26","PMC3140823","","10.1093/hmg/ddr227"
